#Format: HPO-ID<tab>HPO-Name<tab>Gene-ID<tab>Gene-Name
HP:0000878	11 pairs of ribs	126792	B3GALT6
HP:0002778	Abnormality of the trachea	8516	ITGA8
HP:0002778	Abnormality of the trachea	57697	FANCM
HP:0002778	Abnormality of the trachea	2189	FANCG
HP:0002778	Abnormality of the trachea	10682	EBP
HP:0002778	Abnormality of the trachea	79813	EHMT1
HP:0002778	Abnormality of the trachea	2006	ELN
HP:0005607	Abnormality of the tracheobronchial system	1536	CYBB
HP:0005607	Abnormality of the tracheobronchial system	2189	FANCG
HP:0005607	Abnormality of the tracheobronchial system	8516	ITGA8
HP:0005607	Abnormality of the tracheobronchial system	57697	FANCM
HP:0005607	Abnormality of the tracheobronchial system	10682	EBP
HP:0005607	Abnormality of the tracheobronchial system	79813	EHMT1
HP:0005607	Abnormality of the tracheobronchial system	56262	LRRC8A
HP:0005607	Abnormality of the tracheobronchial system	2006	ELN
HP:0005607	Abnormality of the tracheobronchial system	3561	IL2RG
HP:0002997	Abnormality of the ulna	57167	SALL4
HP:0002997	Abnormality of the ulna	57697	FANCM
HP:0002997	Abnormality of the ulna	2189	FANCG
HP:0002997	Abnormality of the ulna	2006	ELN
HP:0002997	Abnormality of the ulna	23522	KAT6B
HP:0001551	Abnormality of the umbilicus	10516	FBLN5
HP:0001551	Abnormality of the umbilicus	57697	FANCM
HP:0001551	Abnormality of the umbilicus	9321	TRIP11
HP:0001551	Abnormality of the umbilicus	2189	FANCG
HP:0001551	Abnormality of the umbilicus	57492	ARID1B
HP:0001551	Abnormality of the umbilicus	1954	MEGF8
HP:0001551	Abnormality of the umbilicus	2006	ELN
HP:0001551	Abnormality of the umbilicus	6899	TBX1
HP:0001454	Abnormality of the upper arm	2254	FGF9
HP:0001454	Abnormality of the upper arm	57167	SALL4
HP:0001454	Abnormality of the upper arm	9361	LONP1
HP:0001454	Abnormality of the upper arm	2778	GNAS
HP:0002817	Abnormality of the upper limb	112752	IFT43
HP:0002817	Abnormality of the upper limb	8318	CDC45
HP:0002817	Abnormality of the upper limb	10370	CITED2
HP:0002817	Abnormality of the upper limb	2189	FANCG
HP:0002817	Abnormality of the upper limb	57492	ARID1B
HP:0002817	Abnormality of the upper limb	2254	FGF9
HP:0002817	Abnormality of the upper limb	10516	FBLN5
HP:0002817	Abnormality of the upper limb	6443	SGCB
HP:0002817	Abnormality of the upper limb	80208	SPG11
HP:0002817	Abnormality of the upper limb	57697	FANCM
HP:0002817	Abnormality of the upper limb	10617	STAMBP
HP:0002817	Abnormality of the upper limb	4488	MSX2
HP:0002817	Abnormality of the upper limb	10682	EBP
HP:0002817	Abnormality of the upper limb	6660	SOX5
HP:0002817	Abnormality of the upper limb	6736	SRY
HP:0002817	Abnormality of the upper limb	613	BCR
HP:0002817	Abnormality of the upper limb	2778	GNAS
HP:0002817	Abnormality of the upper limb	6899	TBX1
HP:0002817	Abnormality of the upper limb	23394	ADNP
HP:0002817	Abnormality of the upper limb	9150	CTDP1
HP:0002817	Abnormality of the upper limb	9184	BUB3
HP:0002817	Abnormality of the upper limb	23522	KAT6B
HP:0002817	Abnormality of the upper limb	5130	PCYT1A
HP:0002817	Abnormality of the upper limb	5156	PDGFRA
HP:0002817	Abnormality of the upper limb	1123	CHN1
HP:0002817	Abnormality of the upper limb	9321	TRIP11
HP:0002817	Abnormality of the upper limb	9361	LONP1
HP:0002817	Abnormality of the upper limb	7486	WRN
HP:0002817	Abnormality of the upper limb	25939	SAMHD1
HP:0002817	Abnormality of the upper limb	7681	MKRN3
HP:0002817	Abnormality of the upper limb	9775	EIF4A3
HP:0002817	Abnormality of the upper limb	118429	ANTXR2
HP:0002817	Abnormality of the upper limb	83696	TRAPPC9
HP:0002817	Abnormality of the upper limb	79600	TCTN1
HP:0002817	Abnormality of the upper limb	5932	RBBP8
HP:0002817	Abnormality of the upper limb	126792	B3GALT6
HP:0002817	Abnormality of the upper limb	57167	SALL4
HP:0002817	Abnormality of the upper limb	10084	PQBP1
HP:0002817	Abnormality of the upper limb	1908	EDN3
HP:0002817	Abnormality of the upper limb	1954	MEGF8
HP:0002817	Abnormality of the upper limb	81846	SBF2
HP:0002817	Abnormality of the upper limb	79813	EHMT1
HP:0002817	Abnormality of the upper limb	2006	ELN
HP:0002817	Abnormality of the upper limb	51199	NIN
HP:0002087	Abnormality of the upper respiratory tract	1536	CYBB
HP:0002087	Abnormality of the upper respiratory tract	9775	EIF4A3
HP:0002087	Abnormality of the upper respiratory tract	2189	FANCG
HP:0002087	Abnormality of the upper respiratory tract	9361	LONP1
HP:0002087	Abnormality of the upper respiratory tract	6899	TBX1
HP:0002087	Abnormality of the upper respiratory tract	7486	WRN
HP:0002087	Abnormality of the upper respiratory tract	8516	ITGA8
HP:0002087	Abnormality of the upper respiratory tract	57697	FANCM
HP:0002087	Abnormality of the upper respiratory tract	10682	EBP
HP:0002087	Abnormality of the upper respiratory tract	79813	EHMT1
HP:0002087	Abnormality of the upper respiratory tract	56262	LRRC8A
HP:0002087	Abnormality of the upper respiratory tract	2006	ELN
HP:0002087	Abnormality of the upper respiratory tract	23522	KAT6B
HP:0002087	Abnormality of the upper respiratory tract	3561	IL2RG
HP:0010935	Abnormality of the upper urinary tract	112752	IFT43
HP:0010935	Abnormality of the upper urinary tract	8318	CDC45
HP:0010935	Abnormality of the upper urinary tract	2189	FANCG
HP:0010935	Abnormality of the upper urinary tract	57492	ARID1B
HP:0010935	Abnormality of the upper urinary tract	84189	SLITRK6
HP:0010935	Abnormality of the upper urinary tract	57592	ZNF687
HP:0010935	Abnormality of the upper urinary tract	26873	OPLAH
HP:0010935	Abnormality of the upper urinary tract	10516	FBLN5
HP:0010935	Abnormality of the upper urinary tract	8516	ITGA8
HP:0010935	Abnormality of the upper urinary tract	57697	FANCM
HP:0010935	Abnormality of the upper urinary tract	10617	STAMBP
HP:0010935	Abnormality of the upper urinary tract	10682	EBP
HP:0010935	Abnormality of the upper urinary tract	4594	MUT
HP:0010935	Abnormality of the upper urinary tract	4645	MYO5B
HP:0010935	Abnormality of the upper urinary tract	6736	SRY
HP:0010935	Abnormality of the upper urinary tract	2778	GNAS
HP:0010935	Abnormality of the upper urinary tract	6899	TBX1
HP:0010935	Abnormality of the upper urinary tract	64321	SOX17
HP:0010935	Abnormality of the upper urinary tract	2934	GSN
HP:0010935	Abnormality of the upper urinary tract	9184	BUB3
HP:0010935	Abnormality of the upper urinary tract	23522	KAT6B
HP:0010935	Abnormality of the upper urinary tract	7225	TRPC6
HP:0010935	Abnormality of the upper urinary tract	1123	CHN1
HP:0010935	Abnormality of the upper urinary tract	5230	PGK1
HP:0010935	Abnormality of the upper urinary tract	9361	LONP1
HP:0010935	Abnormality of the upper urinary tract	3257	HPS1
HP:0010935	Abnormality of the upper urinary tract	7486	WRN
HP:0010935	Abnormality of the upper urinary tract	3426	CFI
HP:0010935	Abnormality of the upper urinary tract	9652	TTC37
HP:0010935	Abnormality of the upper urinary tract	3561	IL2RG
HP:0010935	Abnormality of the upper urinary tract	5932	RBBP8
HP:0010935	Abnormality of the upper urinary tract	57167	SALL4
HP:0010935	Abnormality of the upper urinary tract	10084	PQBP1
HP:0010935	Abnormality of the upper urinary tract	79719	AAGAB
HP:0010935	Abnormality of the upper urinary tract	3949	LDLR
HP:0010935	Abnormality of the upper urinary tract	1909	EDNRA
HP:0010935	Abnormality of the upper urinary tract	79813	EHMT1
HP:0010935	Abnormality of the upper urinary tract	2006	ELN
HP:0000069	Abnormality of the ureter	8318	CDC45
HP:0000069	Abnormality of the ureter	2189	FANCG
HP:0000069	Abnormality of the ureter	9361	LONP1
HP:0000069	Abnormality of the ureter	6899	TBX1
HP:0000069	Abnormality of the ureter	10516	FBLN5
HP:0000069	Abnormality of the ureter	64321	SOX17
HP:0000069	Abnormality of the ureter	57167	SALL4
HP:0000069	Abnormality of the ureter	57697	FANCM
HP:0000069	Abnormality of the ureter	1909	EDNRA
HP:0000069	Abnormality of the ureter	10617	STAMBP
HP:0000069	Abnormality of the ureter	79813	EHMT1
HP:0000069	Abnormality of the ureter	2006	ELN
HP:0000795	Abnormality of the urethra	6736	SRY
HP:0000795	Abnormality of the urethra	8318	CDC45
HP:0000795	Abnormality of the urethra	2189	FANCG
HP:0000795	Abnormality of the urethra	57492	ARID1B
HP:0000795	Abnormality of the urethra	6899	TBX1
HP:0000795	Abnormality of the urethra	5932	RBBP8
HP:0000795	Abnormality of the urethra	57697	FANCM
HP:0000795	Abnormality of the urethra	10084	PQBP1
HP:0000795	Abnormality of the urethra	79813	EHMT1
HP:0000795	Abnormality of the urethra	2006	ELN
HP:0000079	Abnormality of the urinary system	112752	IFT43
HP:0000079	Abnormality of the urinary system	8318	CDC45
HP:0000079	Abnormality of the urinary system	2189	FANCG
HP:0000079	Abnormality of the urinary system	57492	ARID1B
HP:0000079	Abnormality of the urinary system	6305	SBF1
HP:0000079	Abnormality of the urinary system	4261	CIITA
HP:0000079	Abnormality of the urinary system	84189	SLITRK6
HP:0000079	Abnormality of the urinary system	57592	ZNF687
HP:0000079	Abnormality of the urinary system	26873	OPLAH
HP:0000079	Abnormality of the urinary system	10516	FBLN5
HP:0000079	Abnormality of the urinary system	8516	ITGA8
HP:0000079	Abnormality of the urinary system	80208	SPG11
HP:0000079	Abnormality of the urinary system	57697	FANCM
HP:0000079	Abnormality of the urinary system	10617	STAMBP
HP:0000079	Abnormality of the urinary system	410	ARSA
HP:0000079	Abnormality of the urinary system	6575	SLC20A2
HP:0000079	Abnormality of the urinary system	10682	EBP
HP:0000079	Abnormality of the urinary system	51660	MPC1
HP:0000079	Abnormality of the urinary system	4594	MUT
HP:0000079	Abnormality of the urinary system	6687	SPG7
HP:0000079	Abnormality of the urinary system	4645	MYO5B
HP:0000079	Abnormality of the urinary system	6736	SRY
HP:0000079	Abnormality of the urinary system	10841	FTCD
HP:0000079	Abnormality of the urinary system	613	BCR
HP:0000079	Abnormality of the urinary system	8913	CACNA1G
HP:0000079	Abnormality of the urinary system	2778	GNAS
HP:0000079	Abnormality of the urinary system	2799	GNS
HP:0000079	Abnormality of the urinary system	6899	TBX1
HP:0000079	Abnormality of the urinary system	64321	SOX17
HP:0000079	Abnormality of the urinary system	2934	GSN
HP:0000079	Abnormality of the urinary system	9184	BUB3
HP:0000079	Abnormality of the urinary system	23522	KAT6B
HP:0000079	Abnormality of the urinary system	7225	TRPC6
HP:0000079	Abnormality of the urinary system	1123	CHN1
HP:0000079	Abnormality of the urinary system	5230	PGK1
HP:0000079	Abnormality of the urinary system	9361	LONP1
HP:0000079	Abnormality of the urinary system	3242	HPD
HP:0000079	Abnormality of the urinary system	3257	HPS1
HP:0000079	Abnormality of the urinary system	7486	WRN
HP:0000079	Abnormality of the urinary system	3426	CFI
HP:0000079	Abnormality of the urinary system	9652	TTC37
HP:0000079	Abnormality of the urinary system	3561	IL2RG
HP:0000079	Abnormality of the urinary system	56922	MCCC1
HP:0000079	Abnormality of the urinary system	3798	KIF5A
HP:0000079	Abnormality of the urinary system	5932	RBBP8
HP:0000079	Abnormality of the urinary system	57167	SALL4
HP:0000079	Abnormality of the urinary system	10084	PQBP1
HP:0000079	Abnormality of the urinary system	79719	AAGAB
HP:0000079	Abnormality of the urinary system	3949	LDLR
HP:0000079	Abnormality of the urinary system	1909	EDNRA
HP:0000079	Abnormality of the urinary system	79813	EHMT1
HP:0000079	Abnormality of the urinary system	2006	ELN
HP:0011277	Abnormality of the urinary system physiology	7225	TRPC6
HP:0011277	Abnormality of the urinary system physiology	5230	PGK1
HP:0011277	Abnormality of the urinary system physiology	112752	IFT43
HP:0011277	Abnormality of the urinary system physiology	2189	FANCG
HP:0011277	Abnormality of the urinary system physiology	4261	CIITA
HP:0011277	Abnormality of the urinary system physiology	3242	HPD
HP:0011277	Abnormality of the urinary system physiology	3257	HPS1
HP:0011277	Abnormality of the urinary system physiology	84189	SLITRK6
HP:0011277	Abnormality of the urinary system physiology	26873	OPLAH
HP:0011277	Abnormality of the urinary system physiology	10516	FBLN5
HP:0011277	Abnormality of the urinary system physiology	8516	ITGA8
HP:0011277	Abnormality of the urinary system physiology	57697	FANCM
HP:0011277	Abnormality of the urinary system physiology	3426	CFI
HP:0011277	Abnormality of the urinary system physiology	51660	MPC1
HP:0011277	Abnormality of the urinary system physiology	3561	IL2RG
HP:0011277	Abnormality of the urinary system physiology	4594	MUT
HP:0011277	Abnormality of the urinary system physiology	4645	MYO5B
HP:0011277	Abnormality of the urinary system physiology	6736	SRY
HP:0011277	Abnormality of the urinary system physiology	10841	FTCD
HP:0011277	Abnormality of the urinary system physiology	56922	MCCC1
HP:0011277	Abnormality of the urinary system physiology	613	BCR
HP:0011277	Abnormality of the urinary system physiology	2778	GNAS
HP:0011277	Abnormality of the urinary system physiology	2799	GNS
HP:0011277	Abnormality of the urinary system physiology	2934	GSN
HP:0011277	Abnormality of the urinary system physiology	79813	EHMT1
HP:0011277	Abnormality of the urinary system physiology	2006	ELN
HP:0012888	Abnormality of the uterine cervix	6736	SRY
HP:0000130	Abnormality of the uterus	8516	ITGA8
HP:0000130	Abnormality of the uterus	6736	SRY
HP:0000130	Abnormality of the uterus	57697	FANCM
HP:0000130	Abnormality of the uterus	2189	FANCG
HP:0000130	Abnormality of the uterus	57492	ARID1B
HP:0000130	Abnormality of the uterus	6899	TBX1
HP:0000130	Abnormality of the uterus	51199	NIN
HP:0000553	Abnormality of the uvea	5130	PCYT1A
HP:0000553	Abnormality of the uvea	1123	CHN1
HP:0000553	Abnormality of the uvea	1130	LYST
HP:0000553	Abnormality of the uvea	2189	FANCG
HP:0000553	Abnormality of the uvea	6295	SAG
HP:0000553	Abnormality of the uvea	1181	CLCN2
HP:0000553	Abnormality of the uvea	3257	HPS1
HP:0000553	Abnormality of the uvea	10516	FBLN5
HP:0000553	Abnormality of the uvea	10518	CIB2
HP:0000553	Abnormality of the uvea	57697	FANCM
HP:0000553	Abnormality of the uvea	1414	CRYBB1
HP:0000553	Abnormality of the uvea	1421	CRYGD
HP:0000553	Abnormality of the uvea	7681	MKRN3
HP:0000553	Abnormality of the uvea	1605	DAG1
HP:0000553	Abnormality of the uvea	10892	MALT1
HP:0000553	Abnormality of the uvea	124590	USH1G
HP:0000553	Abnormality of the uvea	79600	TCTN1
HP:0000553	Abnormality of the uvea	57167	SALL4
HP:0000553	Abnormality of the uvea	1908	EDN3
HP:0000553	Abnormality of the uvea	2006	ELN
HP:0000553	Abnormality of the uvea	7128	TNFAIP3
HP:0000172	Abnormality of the uvula	2189	FANCG
HP:0000172	Abnormality of the uvula	9775	EIF4A3
HP:0000172	Abnormality of the uvula	9652	TTC37
HP:0000172	Abnormality of the uvula	1605	DAG1
HP:0000172	Abnormality of the uvula	6496	SIX3
HP:0000172	Abnormality of the uvula	57697	FANCM
HP:0000172	Abnormality of the uvula	23522	KAT6B
HP:0000172	Abnormality of the uvula	6899	TBX1
HP:0000172	Abnormality of the uvula	8318	CDC45
HP:0000142	Abnormality of the vagina	9361	LONP1
HP:0000142	Abnormality of the vagina	8516	ITGA8
HP:0000142	Abnormality of the vagina	57167	SALL4
HP:0000142	Abnormality of the vagina	6736	SRY
HP:0000142	Abnormality of the vagina	9184	BUB3
HP:0002597	Abnormality of the vasculature	112752	IFT43
HP:0002597	Abnormality of the vasculature	10370	CITED2
HP:0002597	Abnormality of the vasculature	2189	FANCG
HP:0002597	Abnormality of the vasculature	57492	ARID1B
HP:0002597	Abnormality of the vasculature	6295	SAG
HP:0002597	Abnormality of the vasculature	57592	ZNF687
HP:0002597	Abnormality of the vasculature	4361	MRE11
HP:0002597	Abnormality of the vasculature	10516	FBLN5
HP:0002597	Abnormality of the vasculature	22852	ANKRD26
HP:0002597	Abnormality of the vasculature	57697	FANCM
HP:0002597	Abnormality of the vasculature	6575	SLC20A2
HP:0002597	Abnormality of the vasculature	10682	EBP
HP:0002597	Abnormality of the vasculature	445	ASS1
HP:0002597	Abnormality of the vasculature	4594	MUT
HP:0002597	Abnormality of the vasculature	6736	SRY
HP:0002597	Abnormality of the vasculature	613	BCR
HP:0002597	Abnormality of the vasculature	2778	GNAS
HP:0002597	Abnormality of the vasculature	64218	SEMA4A
HP:0002597	Abnormality of the vasculature	6899	TBX1
HP:0002597	Abnormality of the vasculature	811	CALR
HP:0002597	Abnormality of the vasculature	56262	LRRC8A
HP:0002597	Abnormality of the vasculature	9184	BUB3
HP:0002597	Abnormality of the vasculature	23522	KAT6B
HP:0002597	Abnormality of the vasculature	23534	TNPO3
HP:0002597	Abnormality of the vasculature	5148	PDE6G
HP:0002597	Abnormality of the vasculature	5156	PDGFRA
HP:0002597	Abnormality of the vasculature	1130	LYST
HP:0002597	Abnormality of the vasculature	78987	CRELD1
HP:0002597	Abnormality of the vasculature	3257	HPS1
HP:0002597	Abnormality of the vasculature	7486	WRN
HP:0002597	Abnormality of the vasculature	3426	CFI
HP:0002597	Abnormality of the vasculature	5506	PPP1R3A
HP:0002597	Abnormality of the vasculature	9652	TTC37
HP:0002597	Abnormality of the vasculature	56922	MCCC1
HP:0002597	Abnormality of the vasculature	118429	ANTXR2
HP:0002597	Abnormality of the vasculature	1837	DTNA
HP:0002597	Abnormality of the vasculature	3908	LAMA2
HP:0002597	Abnormality of the vasculature	57167	SALL4
HP:0002597	Abnormality of the vasculature	10084	PQBP1
HP:0002597	Abnormality of the vasculature	3949	LDLR
HP:0002597	Abnormality of the vasculature	346007	EYS
HP:0002597	Abnormality of the vasculature	1954	MEGF8
HP:0002597	Abnormality of the vasculature	4023	LPL
HP:0002597	Abnormality of the vasculature	79813	EHMT1
HP:0002597	Abnormality of the vasculature	2006	ELN
HP:0002597	Abnormality of the vasculature	4091	SMAD6
HP:0008047	Abnormality of the vasculature of the eye	5148	PDE6G
HP:0008047	Abnormality of the vasculature of the eye	6295	SAG
HP:0008047	Abnormality of the vasculature of the eye	2778	GNAS
HP:0008047	Abnormality of the vasculature of the eye	64218	SEMA4A
HP:0008047	Abnormality of the vasculature of the eye	6899	TBX1
HP:0008047	Abnormality of the vasculature of the eye	346007	EYS
HP:0008047	Abnormality of the vasculature of the eye	4023	LPL
HP:0008047	Abnormality of the vasculature of the eye	56262	LRRC8A
HP:0008047	Abnormality of the vasculature of the eye	2006	ELN
HP:0000925	Abnormality of the vertebral column	8318	CDC45
HP:0000925	Abnormality of the vertebral column	2189	FANCG
HP:0000925	Abnormality of the vertebral column	57492	ARID1B
HP:0000925	Abnormality of the vertebral column	6305	SBF1
HP:0000925	Abnormality of the vertebral column	10516	FBLN5
HP:0000925	Abnormality of the vertebral column	8516	ITGA8
HP:0000925	Abnormality of the vertebral column	80208	SPG11
HP:0000925	Abnormality of the vertebral column	6496	SIX3
